_id,Variable,Value,Label,Question,__v
6908795475810a88df15243b,T_G1_1,5,5 - Completely trust,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df15243c,T_G1_1,6,98 - Don’t know,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df15243d,T_G1_2,1,1 - Do not trust at all,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df15243e,T_G1_2,2,2,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df15243f,T_G1_2,3,3,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152440,T_G1_2,4,4,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152441,T_G1_2,5,5 - Completely trust,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152442,T_G1_2,6,98 - Don’t know,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152443,T_G1_3,1,1 - Do not trust at all,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152444,T_G1_3,2,2,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152445,T_G1_3,3,3,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152446,T_G1_3,4,4,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152447,T_G1_3,5,5 - Completely trust,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152448,T_G1_3,6,98 - Don’t know,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152449,T_G1_4,1,1 - Do not trust at all,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df15244a,T_G1_4,2,2,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df15244b,T_G1_4,3,3,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df15244c,T_G1_4,4,4,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df15244d,T_G1_4,5,5 - Completely trust,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df15244e,T_G1_4,6,98 - Don’t know,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df15244f,T_G1_5,1,1 - Do not trust at all,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152450,T_G1_5,2,2,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152451,T_G1_5,3,3,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152452,T_G1_5,4,4,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152453,T_G1_5,5,5 - Completely trust,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152454,T_G1_5,6,98 - Don’t know,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152455,T_G1_6,1,1 - Do not trust at all,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152456,T_G1_6,2,2,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152457,T_G1_6,3,3,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152458,T_G1_6,4,4,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152459,T_G1_6,5,5 - Completely trust,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df15245a,T_G1_6,6,98 - Don’t know,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df15245b,T_G1_7,1,1 - Do not trust at all,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df15245c,T_G1_7,2,2,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df15245d,T_G1_7,3,3,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df15245e,T_G1_7,4,4,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df15245f,T_G1_7,5,5 - Completely trust,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152460,T_G1_7,6,98 - Don’t know,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152461,T_G1_8,1,1 - Do not trust at all,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152462,T_G1_8,2,2,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152463,T_G1_8,3,3,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152464,T_G1_8,4,4,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152465,T_G1_8,5,5 - Completely trust,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152466,T_G1_8,6,98 - Don’t know,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152467,T_G1_9,1,1 - Do not trust at all,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152468,T_G1_9,2,2,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152469,T_G1_9,3,3,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df15246a,T_G1_9,4,4,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df15246b,T_G1_9,5,5 - Completely trust,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df15246c,T_G1_9,6,98 - Don’t know,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df15246d,T_G1_10,1,1 - Do not trust at all,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df15246e,T_G1_10,2,2,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df15246f,T_G1_10,3,3,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152470,T_G1_10,4,4,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152471,T_G1_10,5,5 - Completely trust,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152472,T_G1_10,6,98 - Don’t know,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152473,T_G2_1,1,1 - Not at all approachable,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df152474,T_G2_1,2,2,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df152475,T_G2_1,3,3,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df152476,T_G2_1,4,4,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df152477,T_G2_1,5,5 - Very approachable,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df152478,T_G2_1,6,98 - Don’t know,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df152479,T_G2_2,1,1 - Not at all approachable,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df15247a,T_G2_2,2,2,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df15247b,T_G2_2,3,3,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df15247c,T_G2_2,4,4,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df15247d,T_G2_2,5,5 - Very approachable,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df15247e,T_G2_2,6,98 - Don’t know,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df15247f,T_G2_3,1,1 - Not at all approachable,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df152480,T_G2_3,2,2,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df152481,T_G2_3,3,3,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df152482,T_G2_3,4,4,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df152483,T_G2_3,5,5 - Very approachable,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df152484,T_G2_3,6,98 - Don’t know,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df152485,T_G2_4,1,1 - Not at all approachable,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df152486,T_G2_4,2,2,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df152487,T_G2_4,3,3,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df152488,T_G2_4,4,4,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df152489,T_G2_4,5,5 - Very approachable,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df15248a,T_G2_4,6,98 - Don’t know,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df15248b,T_G2_5,1,1 - Not at all approachable,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df15248c,T_G2_5,2,2,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df15248d,T_G2_5,3,3,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df15248e,T_G2_5,4,4,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df15248f,T_G2_5,5,5 - Very approachable,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df152490,T_G2_5,6,98 - Don’t know,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df152491,T_G2_6,1,1 - Not at all approachable,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df152492,T_G2_6,2,2,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df152493,T_G2_6,3,3,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df152494,T_G2_6,4,4,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df152495,T_G2_6,5,5 - Very approachable,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df152496,T_G2_6,6,98 - Don’t know,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df152497,T_G2_7,1,1 - Not at all approachable,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df152498,T_G2_7,2,2,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df152499,T_G2_7,3,3,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df15249a,T_G2_7,4,4,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df15249b,T_G2_7,5,5 - Very approachable,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df15249c,T_G2_7,6,98 - Don’t know,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df15249d,T_G2_8,1,1 - Not at all approachable,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df15249e,T_G2_8,2,2,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df15249f,T_G2_8,3,3,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df1524a0,T_G2_8,4,4,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df1524a1,T_G2_8,5,5 - Very approachable,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df1524a2,T_G2_8,6,98 - Don’t know,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df1524a3,T_G2_9,1,1 - Not at all approachable,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df1524a4,T_G2_9,2,2,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df1524a5,T_G2_9,3,3,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df1524a6,T_G2_9,4,4,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df1524a7,T_G2_9,5,5 - Very approachable,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df1524a8,T_G2_9,6,98 - Don’t know,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df1524a9,T_G2_10,1,1 - Not at all approachable,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df1524aa,T_G2_10,2,2,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df1524ab,T_G2_10,3,3,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df1524ac,T_G2_10,4,4,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df1524ad,T_G2_10,5,5 - Very approachable,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df1524ae,T_G2_10,6,98 - Don’t know,"G2. On a scale of 1 to 5, where 1 is not at all approachable and 5 is very approachable, to what extent do you think the following are approachable for you to access financial products and services?",0
6908795475810a88df1524af,T_G3_1,1,Yes,G3. Which of the following community networks are you associated with?,0
6908795475810a88df1524b0,T_G3_1,2,No,G3. Which of the following community networks are you associated with?,0
6908795475810a88df1524b1,T_G3_2,1,Yes,G3. Which of the following community networks are you associated with?,0
6908795475810a88df1524b2,T_G3_2,2,No,G3. Which of the following community networks are you associated with?,0
6908795475810a88df1524b3,T_G3_3,1,Yes,G3. Which of the following community networks are you associated with?,0
6908795475810a88df1524b4,T_G3_3,2,No,G3. Which of the following community networks are you associated with?,0
6908795475810a88df1524b5,T_G3_4,1,Yes,G3. Which of the following community networks are you associated with?,0
6908795475810a88df1524b6,T_G3_4,2,No,G3. Which of the following community networks are you associated with?,0
6908795475810a88df1524b7,LGBTI support groups and community centers_G4,1,Yes,{0}\n\nG4. Have you ever received any support from them to access financial services?,0
6908795475810a88df1524b8,LGBTI support groups and community centers_G4,2,No,{0}\n\nG4. Have you ever received any support from them to access financial services?,0
6908795475810a88df1524b9,LGBTI support groups and community centers_G6,1,Not at all competent ,G6. How competent are they to provide support in accessing financial services? ,0
6908795475810a88df1524ba,LGBTI support groups and community centers_G6,2,Somewhat Competent ,G6. How competent are they to provide support in accessing financial services? ,0
6908795475810a88df1524bb,LGBTI support groups and community centers_G6,3,Very Competent,G6. How competent are they to provide support in accessing financial services? ,0
6908795475810a88df1524bc,LGBTI support groups and community centers_G6,4,Extremely competent,G6. How competent are they to provide support in accessing financial services? ,0
6908795475810a88df1524bd,LGBTI support groups and community centers_G6,5,Don’t know,G6. How competent are they to provide support in accessing financial services? ,0
6908795475810a88df1524be,LGBTI advocacy organizations_G4,1,Yes,{0}\n\nG4. Have you ever received any support from them to access financial services?,0
6908795475810a88df1524bf,LGBTI advocacy organizations_G4,2,No,{0}\n\nG4. Have you ever received any support from them to access financial services?,0
6908795475810a88df1524c0,LGBTI advocacy organizations_G6,1,Not at all competent ,G6. How competent are they to provide support in accessing financial services? ,0
6908795475810a88df1524c1,LGBTI advocacy organizations_G6,2,Somewhat Competent ,G6. How competent are they to provide support in accessing financial services? ,0
6908795475810a88df1524c2,LGBTI advocacy organizations_G6,3,Very Competent,G6. How competent are they to provide support in accessing financial services? ,0
6908795475810a88df1524c3,LGBTI advocacy organizations_G6,4,Extremely competent,G6. How competent are they to provide support in accessing financial services? ,0
6908795475810a88df1524c4,LGBTI advocacy organizations_G6,5,Don’t know,G6. How competent are they to provide support in accessing financial services? ,0
6908795475810a88df1524c5,Online LGBTI forums and groups_G4,1,Yes,{0}\n\nG4. Have you ever received any support from them to access financial services?,0
6908795475810a88df1524c6,Online LGBTI forums and groups_G4,2,No,{0}\n\nG4. Have you ever received any support from them to access financial services?,0
6908795475810a88df1524c7,Online LGBTI forums and groups_G6,1,Not at all competent ,G6. How competent are they to provide support in accessing financial services? ,0
6908795475810a88df1524c8,Online LGBTI forums and groups_G6,2,Somewhat Competent ,G6. How competent are they to provide support in accessing financial services? ,0
6908795475810a88df1524c9,Online LGBTI forums and groups_G6,3,Very Competent,G6. How competent are they to provide support in accessing financial services? ,0
6908795475810a88df1524ca,Online LGBTI forums and groups_G6,4,Extremely competent,G6. How competent are they to provide support in accessing financial services? ,0
6908795475810a88df1524cb,Online LGBTI forums and groups_G6,5,Don’t know,G6. How competent are they to provide support in accessing financial services? ,0
6908795475810a88df1524cc,Other Specify_G4,1,Yes,{0}\n\nG4. Have you ever received any support from them to access financial services?,0
6908795475810a88df1524cd,Other Specify_G4,2,No,{0}\n\nG4. Have you ever received any support from them to access financial services?,0
6908795475810a88df1524ce,Other Specify_G6,1,Not at all competent ,G6. How competent are they to provide support in accessing financial services? ,0
6908795475810a88df1524cf,Other Specify_G6,2,Somewhat Competent ,G6. How competent are they to provide support in accessing financial services? ,0
6908795475810a88df1524d0,Other Specify_G6,3,Very Competent,G6. How competent are they to provide support in accessing financial services? ,0
6908795475810a88df1524d1,Other Specify_G6,4,Extremely competent,G6. How competent are they to provide support in accessing financial services? ,0
6908795475810a88df1524d2,Other Specify_G6,5,Don’t know,G6. How competent are they to provide support in accessing financial services? ,0
6908795475810a88df1524d3,G8,1,"Yes, online",G8. Have you attended any program/webinar/workshop on financial literacy in the last 2 years? ,0
6908795475810a88df1524d4,G8,2,"Yes, offline",G8. Have you attended any program/webinar/workshop on financial literacy in the last 2 years? ,0
6908795475810a88df1524d5,G8,3,No,G8. Have you attended any program/webinar/workshop on financial literacy in the last 2 years? ,0
6908795475810a88df1524d6,a,1,Yes,"a. Thank you for providing your views and feedback, through this survey we want to reach out to a diverse group of community members from LGBTI, would you agree to refer others from the community to take part in this survey? ",0
6908795475810a88df1524d7,a,2,No,"a. Thank you for providing your views and feedback, through this survey we want to reach out to a diverse group of community members from LGBTI, would you agree to refer others from the community to take part in this survey? ",0
6908795475810a88df1524d8,c,1,At home,c. Please indicate the setting in which the interview was carried out:,0
6908795475810a88df1524d9,c,2,At work place,c. Please indicate the setting in which the interview was carried out:,0
6908795475810a88df1524da,c,3,In a group/ community setting ,c. Please indicate the setting in which the interview was carried out:,0
6908795475810a88df1524db,d,1,Only respondent,d. Was anyone else responding to questions that were asked?,0
6908795475810a88df1524dc,d,2,Respondents’ partner,d. Was anyone else responding to questions that were asked?,0
6908795475810a88df1524dd,d,3,Respondents’ family,d. Was anyone else responding to questions that were asked?,0
6908795475810a88df1524de,e,1,All responses provided by the respondent,e. Who provided the responses to the questions?,0
6908795475810a88df1524df,e,2,"For a few questions (less than 5), another respondent intervened",e. Who provided the responses to the questions?,0
6908795475810a88df1524e0,e,3,"For most questions, another person present intervened",e. Who provided the responses to the questions?,0
6908795475810a88df1524e1,f,1,Comfortable,f. How would you rate the respondent's participation?,0
6908795475810a88df1524e2,f,2,Interested and engaged,f. How would you rate the respondent's participation?,0
6908795475810a88df1524e3,f,3,Not so interested,f. How would you rate the respondent's participation?,0
6908795475810a88df1524e4,f,4,Not attentive/ distracted,f. How would you rate the respondent's participation?,0
6908795475810a88df1524e5,f,5,Worried and anxious,f. How would you rate the respondent's participation?,0
6908795475810a88df1524e6,h,1,Know them personally   ,h. How do you know the respondent?,0
6908795475810a88df1524e7,h,2,Know them through friend/peer/ colleague,h. How do you know the respondent?,0
6908795475810a88df1524e8,h,3,Referred by another respondent,h. How do you know the respondent?,0
6908795475810a88df1524e9,h,4,Through organisation/ network,h. How do you know the respondent?,0
6908795475810a88df1524ea,h,5,Through an organization. Please mention the name:,h. How do you know the respondent?,0
6908795475810a88df1524eb,Q_113_S,1,Know them personally   ,h. How do you know the respondent?,0
6908795475810a88df1524ec,Q_113_S,2,Know them through friend/peer/ colleague,h. How do you know the respondent?,0
6908795475810a88df1524ed,Q_113_S,3,Referred by another respondent,h. How do you know the respondent?,0
6908795475810a88df1524ee,Q_113_S,4,Through organisation/ network,h. How do you know the respondent?,0
6908795475810a88df1524ef,Q_113_S,5,Through an organization. Please mention the name:,h. How do you know the respondent?,0
